Sentence #	Word	NPOS	Tag	
	so	RB	O
	i	JJ	O
	had	VBD	O
	a	DT	O
	difflam	JJ	O
	lozenge	NN	O
	and	CC	O
	now	RB	O
	my	PRP$	O
	tongue	NN	B-ADR
	is	VBZ	I-ADR
	numb	JJ	I-ADR
	and	CC	O
	i'm	NN	O
	on	IN	O
	tv	NN	O
	aaahhhhhh	NN	O
	0	0	O
Sentence: 125	@fox1985	JJ	O
	cipro	NN	O
	can	MD	O
	permanently	RB	O
	damage	VB	B-ADR
	all	DT	I-ADR
	tendons	NNS	I-ADR
	in	IN	O
	the	DT	O
	body	NN	O
	.	.	O
	if	IN	O
	you	PRP	O
	enjoy	VBP	O
	being	VBG	O
	able	JJ	O
	to	TO	O
	walk	VB	B-ADR
	,	,	O
	you	PRP	O
	need	VBP	O
	to	TO	O
	find	VB	O
	a	DT	O
	safer	NN	O
	antibiotic	NN	O
	!	.	O
	0	0	O
Sentence: 126	@teepeewest	JJS	O
	did	VBD	O
	you	PRP	O
	get	VB	O
	floxed	VBN	O
	too	RB	O
	?	.	O
	i've	JJ	O
	been	VBN	B-ADR
	in	IN	I-ADR
	bed	NN	I-ADR
	since	IN	O
	2009	CD	O
	thanks	NNS	O
	to	TO	O
	just	RB	O
	12	CD	O
	cipro	JJ	O
	pills	NNS	O
	!	.	O
	they	PRP	O
	never	RB	O
	told	VBD	O
	me	PRP	O
	this	DT	O
	can	MD	O
	be	VB	O
	permanent	JJ	O
	!	.	O
	!	.	O
	!	.	O
	0	0	O
Sentence: 127	@angel_long	JJ	O
	@princessdolly85	JJ	O
	cipro	NN	O
	crippled	VBD	B-ADR
	me	PRP	O
	.	.	O
	you	PRP	O
	should	MD	O
	also	RB	O
	stay	VB	O
	away	RB	O
	from	IN	O
	all	DT	O
	other	JJ	O
	antibiotics	NNS	O
	in	IN	O
	the	DT	O
	same	JJ	O
	class	NN	O
	(levaquin	NN	O
	,	,	O
	avelox...)	NN	O
	0	0	O
Sentence: 128	@jakefletcha	NN	O
	@becki_65roses	NNS	O
	cipro	VBP	O
	is	VBZ	O
	real	JJ	O
	bad	JJ	O
	on	IN	O
	your	PRP$	O
	entire	JJ	O
	body	NN	O
	!	.	O
	take	VB	O
	it	PRP	O
	from	IN	O
	me	PRP	O
	(on	NNP	O
	disability	NN	B-ADR
	since	IN	O
	'09	CD	O
	thanks	NNS	O
	to	TO	O
	just	RB	O
	12	CD	O
	pills)	NNS	O
	.	.	O
	0	0	O
Sentence: 129	@1pcornwell	VB	O
	it	PRP	O
	sucks	VBZ	O
	being	VBG	O
	bipolar	JJ	O
	.	.	O
	i	NN	O
	am	VBP	O
	taking	VBG	O
	geodon	NN	O
	.	.	O
	it	PRP	O
	seems	VBZ	O
	to	TO	O
	work	VB	O
	most	JJS	O
	of	IN	O
	the	DT	O
	time	NN	O
	.	.	O
	i'm	VB	O
	new	JJ	O
	to	TO	O
	this	DT	O
	.	.	O
	was	VBD	O
	ptsd	JJ	O
	.	.	O
	now	RB	O
	bipolar	JJ	O
	too	RB	O
	.	.	O
	0	0	O
Sentence: 130	plus	CC	O
	this	DT	O
	antibiotic	JJ	O
	is	VBZ	O
	making	VBG	O
	me	PRP	O
	stupid	JJ	B-ADR
	and	CC	O
	clumsy	JJ	B-ADR
	.	.	O
	cipro	NN	O
	is	VBZ	O
	evil	JJ	O
	but	CC	O
	the	DT	O
	fever	NN	O
	is	VBZ	O
	gone	VBN	O
	.	.	O
	0	0	O
Sentence: 131	@sectioned_	NN	O
	anybody	NN	O
	know	VB	O
	anything	NN	O
	about	IN	O
	side	JJ	O
	effects	NNS	O
	of	IN	O
	venlafaxine	NN	O
	?	.	O
	come	VB	O
	off	IN	O
	'em	PRP	O
	6wks	CD	O
	ago	RB	O
	,	,	O
	still	RB	O
	feeling	VBG	B-ADR
	awful	JJ	I-ADR
	.	.	O
	physical	JJ	O
	withdrawal	NN	B-ADR
	awful	NN	O
	0	0	O
Sentence: 132	i	RB	O
	exited	VBN	O
	out	IN	O
	of	IN	O
	my	PRP$	O
	brother's	NN	O
	bloons	NNS	O
	game	NN	O
	and	CC	O
	now	RB	O
	he	PRP	O
	has	VBZ	O
	fallen	VBN	O
	into	IN	O
	a	DT	O
	deep	JJ	O
	pit	NN	O
	of	IN	O
	depression	NN	O
	.	.	O
	i	JJ	O
	hope	VBP	O
	mom	VBP	O
	doesn't	NNS	O
	make	VB	O
	me	PRP	O
	pay	VB	O
	for	IN	O
	his	PRP$	O
	prozac	NN	O
	0	0	O
Sentence: 133	@xrodd	JJ	O
	seroquel	NN	O
	,	,	O
	an	DT	O
	anti-psychotic	JJ	O
	,	,	O
	usually	RB	O
	for	IN	O
	schiz	JJ	O
	people	NNS	O
	but	CC	O
	i'm	VBP	O
	on	IN	O
	a	DT	O
	small	JJ	O
	dose	NN	O
	.	.	O
	0	0	O
Sentence: 134	@mrsb_ldn	NN	O
	i	NN	O
	found	VBD	O
	it	PRP	O
	hard	JJ	O
	coming	VBG	B-ADR
	off	RP	I-ADR
	venlafaxine	NN	O
	.	.	O
	definitely	RB	O
	agree	VBP	O
	that	IN	O
	running	VBG	O
	helps	VBZ	O
	:	:	O
	it's	VB	O
	the	DT	O
	only	JJ	O
	thing	NN	O
	that	WDT	O
	has	VBZ	O
	kept	VBN	O
	me	PRP	O
	drug-free	JJ	O
	.	.	O
	ever	RB	O
	!	.	O
	0	0	O
Sentence: 135	@jawalkerauthor	NN	O
	that	WDT	O
	is	VBZ	O
	scary	JJ	O
	!	.	O
	if	IN	O
	you	PRP	O
	do	VBP	O
	get	VB	O
	it	PRP	O
	the	DT	O
	antibiotic	JJ	O
	cipro	NN	O
	will	MD	O
	cure	VB	O
	it	PRP	O
	!	.	O
	!	.	O
	#keepingfingerscrossed	VBD	O
	0	0	O
Sentence: 136	remind	VB	O
	me	PRP	O
	to	TO	O
	get	VB	O
	my	PRP$	O
	prescription	NN	O
	earlier	RBR	O
	next	JJ	O
	time	NN	O
	.	.	O
	eight	CD	O
	days	NNS	O
	without	IN	O
	fluoxetine	NN	O
	and	CC	O
	my	PRP$	O
	brain	NN	B-ADR
	is	VBZ	I-ADR
	a	DT	I-ADR
	sack	NN	I-ADR
	of	IN	I-ADR
	nope	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 137	@pueblokc	JJ	O
	how's	VB	O
	your	PRP$	O
	crohn's	NN	O
	?	.	O
	i'm	VB	O
	back	RB	O
	on	IN	O
	remicade	NN	O
	and	CC	O
	pentasa	NN	O
	after	IN	O
	failing	VBG	O
	at	IN	O
	humira	NN	O
	and	CC	O
	cimzia	NN	O
	0	0	O
Sentence: 138	a	DT	O
	comprehensive	JJ	O
	and	CC	O
	accurate	JJ	O
	list	NN	O
	of	IN	O
	trazodone	JJ	O
	side	NN	O
	effects	NNS	O
	http	NN	O
	:	:	O
	//dld.bz/ww2q	JJ	O
	depression	NN	B-ADR
	#antidepressant	NNP	O
	ocd	VBZ	B-ADR
	insomnia	NN	I-ADR
	0	0	O
Sentence: 139	dis	NN	O
	lady	NN	O
	has	VBZ	O
	the	DT	O
	worst	JJS	O
	cough	NN	O
	i	NN	O
	wish	VBP	O
	i	NN	O
	had	VBD	O
	a	DT	O
	lozenge	NN	O
	0	0	O
Sentence: 140	i've	RB	O
	been	VBN	O
	so	RB	O
	tired	JJ	B-ADR
	since	IN	O
	i	NN	O
	started	VBD	O
	the	DT	O
	cymbalta	NN	O
	.	.	O
	i	JJ	O
	sleep	VBP	B-ADR
	so	RB	I-ADR
	much	RB	I-ADR
	.	.	O
	case	NN	O
	in	IN	O
	point	NN	O
	:	:	O
	just	RB	O
	slept	VB	O
	an	DT	O
	hour	NN	O
	before	IN	O
	bed	NN	O
	.	.	O
	0	0	O
Sentence: 141	they	PRP	O
	put	VBD	O
	me	PRP	O
	on	IN	O
	cymbalta	NN	O
	for	IN	O
	my	PRP$	O
	joint	JJ	O
	pain	NN	O
	with	IN	O
	hashis	NN	O
	.	.	O
	now	RB	O
	the	DT	O
	pain	NN	O
	is	VBZ	O
	better	RBR	O
	but	CC	O
	depression	NN	B-ADR
	is	VBZ	O
	worse	JJR	O
	.	.	O
	*sigh*	VB	O
	0	0	O
Sentence: 142	i	NNS	O
	need	VBP	O
	vyvanse	JJ	O
	ugh	IN	O
	i	NN	O
	ran	VBD	O
	out	RP	O
	and	CC	O
	now	RB	O
	i've	VBP	O
	been	VBN	O
	eating	VBG	B-ADR
	all	DT	I-ADR
	day	NN	I-ADR
	and	CC	O
	i	NN	O
	feel	VBP	B-ADR
	weird	RB	I-ADR
	without	IN	O
	it	PRP	O
	0	0	O
Sentence: 143	thank	NN	O
	god	NN	O
	for	IN	O
	vyvanse	NN	O
	or	CC	O
	i	NN	O
	would	MD	O
	be	VB	O
	sleepping	VBG	O
	on	IN	O
	the	DT	O
	cash	NN	O
	register	NN	O
	right	RB	O
	now	RB	O
	0	0	O
Sentence: 144	off	IN	O
	of	IN	O
	my	PRP$	O
	metoprolol	JJ	O
	medication	NN	O
	!	.	O
	!	.	O
	hopefully	RB	O
	i	JJ	O
	won't	VBP	O
	be	VB	O
	so	RB	O
	depressed	JJ	B-ADR
	anymore	RB	O
	!	.	O
	#thankyoujesus	NN	O
	0	0	O
Sentence: 145	im	NN	O
	feeling	NN	B-ADR
	so	RB	I-ADR
	shitty	JJ	I-ADR
	.	.	O
	been	VBN	O
	out	IN	O
	of	IN	O
	prozac	NN	O
	for	IN	O
	four	CD	O
	days	NNS	O
	:	:	O
	(((	NN	O
	0	0	O
Sentence: 146	i've	NN	O
	been	VBN	O
	getting	VBG	O
	almost	RB	O
	daily	JJ	O
	headaches	NNS	B-ADR
	for	IN	O
	the	DT	O
	past	JJ	O
	3	CD	O
	weeks	NNS	O
	?	.	O
	?	.	O
	side	JJ	O
	effects	NNS	O
	of	IN	O
	#enbrel	NN	O
	?	.	O
	i've	RB	O
	been	VBN	O
	on	IN	O
	it	PRP	O
	for	IN	O
	months	NNS	O
	now	RB	O
	though	IN	O
	#rheum	NN	O
	0	0	O
Sentence: 147	depression	NN	O
	hurts	NNS	O
	,	,	O
	cymbalta	NN	O
	can	MD	O
	help	VB	O
	.	.	O
	jk	NN	O
	.	.	O
	cymbalta	NN	O
	doesn't	NN	O
	do	VBP	O
	shit	VB	O
	except	IN	O
	put	VB	B-ADR
	a	DT	I-ADR
	gun	NN	I-ADR
	in	IN	I-ADR
	your	PRP$	I-ADR
	hand	NN	I-ADR
	0	0	O
Sentence: 148	i	NN	O
	took	VBD	O
	some	DT	O
	baclofen	NN	O
	and	CC	O
	i	NN	O
	dont	VBP	O
	feel	VB	O
	a	DT	O
	little	JJ	O
	but	CC	O
	drowsy	JJ	B-ADR
	!	.	O
	#wtf	NN	O
	#backspasms	NNS	O
	0	0	O
Sentence: 149	feels	NNS	B-ADR
	dreadful	JJ	I-ADR
	-	:	O
	how	WRB	O
	do	VBP	O
	u	RB	O
	over	IN	O
	come	VB	O
	a	DT	O
	#virus	NN	O
	when	WRB	O
	on	IN	O
	#humira	NN	O
	?	.	O
	gp	NNS	O
	gave	VBD	O
	antibiotics	NNS	O
	to	TO	O
	help	VB	O
	me	PRP	O
	out'	VB	O
	but	CC	O
	it's	JJ	O
	#viral	JJ	O
	!	.	O
	!	.	O
	making	VBG	O
	#lung	JJ	B-ADR
	pain	NN	I-ADR
	worse	NN	O
	0	0	O
Sentence: 150	@oiseucalypt	NN	O
	i	NN	O
	was	VBD	O
	on	IN	O
	muscle	NN	O
	relaxant	NN	O
	baclofen	NN	O
	for	IN	O
	two	CD	O
	weeks	NNS	O
	,	,	O
	then	RB	O
	2	CD	O
	months	NNS	O
	trying	VBG	O
	to	TO	O
	rid	VB	B-ADR
	myself	PRP	I-ADR
	of	IN	I-ADR
	it	PRP	I-ADR
	.	.	O
	11	CD	O
	days	NNS	O
	in	IN	O
	without	IN	O
	and	CC	O
	no	DT	B-ADR
	sleep	NN	I-ADR
	.	.	O
	:	:	O
	/	NN	O
	0	0	O
Sentence: 151	i	JJ	O
	think	VBP	O
	i	NN	O
	might	MD	O
	be	VB	O
	allergic	JJ	B-ADR
	to	TO	O
	effexor	VB	O
	.	.	O
	i	VB	O
	just	RB	O
	woke	VB	O
	up	RP	O
	feeling	VBG	O
	sick	JJ	B-ADR
	,	,	O
	meh	NN	O
	.	.	O
	0	0	O
Sentence: 152	venlafaxine	NN	O
	makes	VBZ	O
	me	PRP	O
	feel	VB	O
	so	RB	O
	nauseas	JJ	B-ADR
	hahahaha	NN	O
	oh	IN	O
	god	NN	O
	i'm	NN	O
	going	VBG	O
	to	TO	O
	chunder	VB	B-ADR
	in	IN	O
	my	PRP$	O
	geography	NN	O
	lesson	NN	O
	help	NN	O
	0	0	O
Sentence: 153	@joanne__howe	JJ	O
	i'm	NN	O
	good	JJ	O
	been	VBN	O
	on	IN	O
	25mg	CD	O
	mtx	NN	O
	for	IN	O
	years	NNS	O
	then	RB	O
	switched	VBD	O
	to	TO	O
	leflunomide	VB	O
	back	RB	O
	mtx	PDT	O
	the	DT	O
	other	JJ	O
	caused	VBD	O
	tummy	JJ	B-ADR
	trouble	NN	I-ADR
	.	.	O
	why	WRB	O
	r	NN	O
	u	VBD	O
	off	RP	O
	enbrel	NN	O
	0	0	O
Sentence: 154	how	WRB	O
	anyone	NN	O
	can	MD	O
	say	VB	O
	there	EX	O
	is	VBZ	O
	no	DT	O
	withdrawal	NN	B-ADR
	from	IN	O
	prozac	NN	O
	withdrawal	NN	O
	is	VBZ	O
	beyond	IN	O
	me	PRP	O
	.	.	O
	their	PRP$	O
	answer	NN	O
	is	VBZ	O
	to	TO	O
	go	VB	O
	back	RB	O
	on	IN	O
	it	PRP	O
	and	CC	O
	up	IN	O
	the	DT	O
	dose	NN	O
	.	.	O
	0	0	O
Sentence: 155	i	NN	O
	really	RB	O
	feel	VB	O
	like	IN	O
	this	DT	O
	fluoxetine	NN	O
	is	VBZ	O
	messing	VBG	O
	with	IN	O
	my	PRP$	O
	perspective	JJ	B-ADR
	time	NN	I-ADR
	and	CC	I-ADR
	people	NNS	I-ADR
	.	.	O
	0	0	O
Sentence: 156	how	WRB	O
	do	VB	O
	u	RB	O
	do	VB	O
	it	PRP	O
	?	.	O
	u	JJ	O
	got	VBD	O
	me	PRP	O
	losing	VBG	B-ADR
	every	DT	I-ADR
	breath	NN	I-ADR
	.	.	O
	what	WP	O
	did	VBD	O
	u	JJ	O
	give	VB	O
	me	PRP	O
	to	TO	O
	make	VB	O
	my	PRP$	O
	heart	NN	B-ADR
	beat	NN	I-ADR
	out	IN	I-ADR
	my	PRP$	I-ADR
	chest	NN	I-ADR
	?	.	O
	#vyvanse	NN	O
	0	0	O
Sentence: 157	seriously	RB	O
	if	IN	O
	you	PRP	O
	are	VBP	O
	getting	VBG	O
	off	RP	O
	cymbalta	JJ	O
	tape	NN	O
	alot	NN	O
	if	IN	O
	movies	NNS	O
	i	NN	O
	was	VBD	O
	up	RB	B-ADR
	till	JJ	I-ADR
	4	CD	I-ADR
	and	CC	O
	feel	VB	O
	and	CC	O
	look	VB	O
	like	IN	O
	a	DT	O
	zombie	NN	B-ADR
	just	RB	O
	to	TO	O
	tired	VB	B-ADR
	to	TO	O
	growl	VB	O
	!	.	O
	!	.	O
	!	.	O
	0	0	O
Sentence: 158	3	CD	O
	red	JJ	O
	bulls	NNS	O
	,	,	O
	2	CD	O
	vyvanse	NN	O
	,	,	O
	no	DT	B-ADR
	sleep	JJ	I-ADR
	=	NN	O
	shit	VBD	B-ADR
	feeling	NN	I-ADR
	0	0	O
Sentence: 159	vyvanse	NN	O
	literally	RB	O
	causes	VBZ	O
	me	PRP	O
	to	TO	O
	get	VB	O
	like	IN	O
	schizophrenia	NN	B-ADR
	but	CC	O
	i	JJ	O
	hear	VBP	B-ADR
	answers	NNS	I-ADR
	idk	VBP	O
	but	CC	O
	i	VBP	O
	like	IN	O
	it	PRP	O
	0	0	O
Sentence: 160	woah	RB	O
	even	RB	O
	50mg	CD	O
	seroquel	JJ	O
	hits	NNS	O
	like	IN	O
	a	DT	O
	thick	NN	B-ADR
	fog	NN	I-ADR
	0	0	O
Sentence: 161	@tobiaspeggs	NNS	O
	ha	NN	O
	!	.	O
	try	NN	O
	not	RB	O
	to	TO	O
	do	VB	O
	that	DT	O
	.	.	O
	water	NN	O
	,	,	O
	sleep	NN	O
	,	,	O
	cipro	NN	O
	,	,	O
	and	CC	O
	the	DT	O
	occasional	JJ	O
	xanax	NN	O
	can	MD	O
	cure	VB	O
	all	DT	O
	travel	NN	O
	related	VBN	O
	illnesses	NNS	O
	.	.	O
	#beprepared	VBD	O
	0	0	O
Sentence: 162	no	DT	O
	one	NN	O
	likes	VBZ	O
	me	PRP	O
	on	IN	O
	my	PRP$	O
	vyvanse	NN	O
	#toochill	NN	B-ADR
	#zombiemode	NN	I-ADR
	0	0	O
Sentence: 163	@ctr1945	VB	O
	my	PRP$	O
	mom	NN	O
	used	VBN	O
	rivaroxaban	NN	O
	and	CC	O
	it	PRP	O
	gave	VBD	O
	her	PRP	O
	a	DT	O
	terrible	JJ	O
	time	NN	O
	with	IN	O
	weakness	NN	B-ADR
	and	CC	O
	muscle	NN	B-ADR
	pain	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 164	quetiapine	JJ	O
	-	:	O
	i	NN	O
	slept	VBD	O
	!	.	O
	!	.	O
	weirdo	JJ	B-ADR
	dreams	NNS	I-ADR
	and	CC	O
	very	RB	O
	drowsy	VB	B-ADR
	this	DT	O
	morning	NN	O
	but	CC	O
	i	NN	O
	slept	VBP	O
	!	.	O
	!	.	O
	!	.	O
	0	0	O
Sentence: 165	i	JJ	O
	keep	VBP	O
	hearing	VBG	B-ADR
	the	DT	I-ADR
	words	NNS	I-ADR
	"	VBP	O
	"	JJ	O
	chris	NN	O
	tucker	NN	O
	,	,	O
	money	NN	O
	talk	NN	O
	mufucka	NN	O
	"	NNP	O
	"	NNP	O
	over	IN	O
	and	CC	O
	over	IN	O
	in	IN	O
	my	PRP$	O
	head	NN	O
	it's	RB	O
	been	VBN	O
	happening	VBG	O
	for	IN	O
	like	IN	O
	an	DT	O
	hour	NN	O
	too	RB	O
	.	.	O
	fuck	JJ	O
	vyvanse	NN	O
	0	0	O
Sentence: 166	@wenbellings	NNS	O
	prescription	NN	O
	,	,	O
	i	NN	O
	have	VBP	O
	zoplicone	NN	O
	,	,	O
	nice	JJ	O
	and	CC	O
	gentle	JJ	O
	but	CC	O
	work	NN	O
	.	.	O
	i	NNS	O
	have	VBP	O
	zometa	VBN	O
	to	TO	O
	keep	VB	O
	the	DT	O
	bones	NNS	O
	strong	JJ	O
	and	CC	O
	control	VB	O
	the	DT	O
	tumours	NNS	O
	0	0	O
Sentence: 167	@zymymar	NN	O
	stopped	VBD	O
	zoloft	NNP	O
	cold	VBD	O
	turkey	NN	O
	after	IN	O
	i	NN	O
	became	VBD	O
	suicidal	JJ	B-ADR
	,	,	O
	stopped	VBD	O
	effexor	NN	O
	because	IN	O
	i	NN	O
	was	VBD	O
	numb	JJ	B-ADR
	.	.	O
	0	0	O
Sentence: 168	why	WRB	O
	can't	NN	O
	i	RB	O
	sleep	VBP	O
	like	IN	O
	a	DT	O
	normal	JJ	O
	person	NN	O
	.	.	O
	oh	UH	O
	yeah	NN	O
	because	IN	O
	i	NN	O
	suffer	VBP	O
	from	IN	O
	insomnia	NN	O
	and	CC	O
	trazodone	NN	O
	gives	VBZ	O
	me	PRP	O
	headaches	VBZ	B-ADR
	#suffering	VBG	O
	#reality	NN	O
	0	0	O
Sentence: 169	gonna	NN	O
	watch	VB	O
	the	DT	O
	sunrise.	NN	O
	.	.	O
	vyvanse	NN	O
	got	VBD	B-ADR
	me	PRP	I-ADR
	up	IN	I-ADR
	.	.	O
	i	NNS	O
	have	VBP	O
	only	RB	B-ADR
	slept	VBN	I-ADR
	about	IN	I-ADR
	2	CD	I-ADR
	hours	NNS	I-ADR
	in	IN	O
	the	DT	O
	past	JJ	O
	48	CD	O
	hours	NNS	O
	.	.	O
	150mg	CD	O
	got	VBD	O
	me	PRP	O
	fucked	VBD	O
	up	RP	O
	0	0	O
Sentence: 170	hmm	NN	O
	,	,	O
	interesting	VBG	O
	.	.	O
	i	NN	O
	may	MD	O
	have	VB	O
	been	VBN	O
	undergoing	VBG	O
	baclofen	NN	O
	withdrawal	NN	B-ADR
	hence	NN	O
	the	DT	O
	anxiety	NN	B-ADR
	for	IN	O
	the	DT	O
	past	JJ	O
	few	JJ	O
	months�	NN	O
	#hypochondria	NNS	B-ADR
	0	0	O
Sentence: 171	iti	NN	O
	needs	NNS	O
	to	TO	O
	quit	VB	O
	hiring	VBG	O
	teachers	NNS	O
	that	WDT	O
	have	VBP	O
	already	RB	O
	retired	VBN	O
	from	IN	O
	one	CD	O
	job	NN	O
	to	TO	O
	take	VB	O
	this	DT	O
	one..	NN	O
	.	.	O
	imma	NN	O
	overdose	NN	O
	on	IN	O
	vyvanse	NN	O
	trying	VBG	O
	to	TO	O
	stay	VB	O
	awake	RB	O
	0	0	O
Sentence: 172	i	NN	O
	hate	VBP	O
	the	DT	O
	low	NN	B-ADR
	after	IN	O
	the	DT	O
	high	JJ	O
	on	IN	O
	vyvanse	NN	O
	0	0	O
Sentence: 173	on	IN	O
	a	DT	O
	related	JJ	O
	note	NN	O
	:	:	O
	tysabri	NN	O
	causes	NNS	O
	weight	VBD	B-ADR
	gain	NN	I-ADR
	.	.	O
	as	IN	O
	does	VBZ	O
	body	NN	O
	pain/inability	NN	O
	to	TO	O
	exercise	VB	O
	.	.	O
	sigh	NN	O
	.	.	O
	#fuckms	NN	O
	0	0	O
Sentence: 174	#cymbalta	NN	O
	withdrawal	NN	B-ADR
	has	VBZ	O
	reached	VBN	O
	a	DT	O
	peak	NN	O
	,	,	O
	lost	VBN	B-ADR
	vision	NN	I-ADR
	and	CC	O
	almost	RB	O
	crashed	VB	O
	my	PRP$	O
	car	NN	O
	from	IN	O
	a	DT	O
	brain	NN	B-ADR
	zap	NN	I-ADR
	.	.	O
	thanks	VB	O
	a	DT	O
	zillion	NN	O
	#elililly	RB	O
	#bigpharma	JJ	O
	0	0	O
Sentence: 175	i	JJ	O
	hate	VBP	O
	cipro	JJ	O
	!	.	O
	#antibiotic	JJ	O
	#nauseous	JJ	B-ADR
	#cf	NNP	O
	#hospitallife	NNP	O
	#cysticfibrosis	NN	O
	0	0	O
Sentence: 176	@luckystubbs	JJ	O
	reppin	NN	O
	zoloft&seroquel	NN	O
	since	IN	O
	last	JJ	O
	november	NN	O
	.	.	O
	i'm	JJ	O
	hella	NN	O
	gainin	NN	B-ADR
	weight	VBD	I-ADR
	too	RB	O
	awesome	JJ	O
	i'm	NN	O
	fat	NN	B-ADR
	and	CC	O
	can't	NN	B-ADR
	cum	NN	I-ADR
	i	NN	O
	own	VBP	O
	0	0	O
Sentence: 177	i've	NN	O
	had	VBD	O
	a	DT	O
	trazodone	NN	O
	headache	NN	B-ADR
	all	DT	O
	day	NN	O
	.	.	O
	i	VB	O
	heard	NN	O
	they	PRP	O
	go	VBP	O
	away	RB	O
	within	IN	O
	a	DT	O
	week	NN	O
	.	.	O
	#hopeso	NN	O
	#iactuallyslept	IN	O
	0	0	O
Sentence: 178	i've	NN	O
	had	VBD	O
	ocd	VBN	O
	symptoms	NNS	O
	like	IN	O
	that	DT	O
	for	IN	O
	a	DT	O
	while	NN	O
	but	CC	O
	seems	VBZ	O
	like	IN	O
	the	DT	O
	seroquel	NN	O
	exacerbates	VBZ	B-ADR
	things	NNS	O
	and	CC	O
	now	RB	O
	this	DT	O
	.	.	O
	:	:	O
	\	NN	O
	0	0	O
Sentence: 179	and	CC	O
	that	DT	O
	,	,	O
	ladies	NNS	O
	and	CC	O
	gentlemen	NNS	O
	,	,	O
	is	VBZ	O
	that	IN	O
	.	.	O
	fuzzy	VB	O
	noisy	JJ	O
	head	NN	O
	=	NNP	O
	sleep	NN	O
	#quetiapine	NN	O
	0	0	O
Sentence: 180	i	NN	O
	finally	RB	O
	had	VBD	O
	an	DT	O
	appetite	NN	O
	,	,	O
	made	VBN	O
	food	NN	O
	,	,	O
	gone	VBN	O
	.	.	O
	humira	VB	O
	why	WRB	O
	won't	NN	B-ADR
	you	PRP	I-ADR
	let	VB	I-ADR
	me	PRP	I-ADR
	eat	VB	I-ADR
	0	0	O
Sentence: 181	@coolpharmgreg	NN	O
	i	NN	O
	don't	VBP	O
	care	NN	O
	if	IN	O
	they	PRP	O
	are	VBP	O
	toxic	JJ	B-ADR
	haha	NN	O
	putting	VBG	O
	the	DT	O
	cipro	JJ	O
	drops	NNS	O
	in	IN	O
	is	VBZ	O
	essentially	RB	O
	equivalent	JJ	B-ADR
	to	TO	I-ADR
	torture	VB	I-ADR
	#oww	NN	I-ADR
	0	0	O
Sentence: 182	@50thingsb450	NN	O
	dizzy	NN	B-ADR
	,	,	O
	out	IN	B-ADR
	if	IN	I-ADR
	it	PRP	I-ADR
	and	CC	O
	confused	VBD	B-ADR
	on	IN	O
	the	DT	O
	drugs	NNS	O
	.	.	O
	upping	VBG	O
	the	DT	O
	baclofen	NN	O
	slowly	RB	O
	now	RB	O
	as	IN	O
	i	NN	O
	seem	VBP	O
	better	JJR	O
	on	IN	O
	these	DT	O
	.	.	O
	0	0	O
Sentence: 183	@benderbach	NN	O
	cause	NN	O
	humira	NN	O
	gives	VBZ	O
	me	PRP	O
	a	DT	O
	lot	NN	O
	of	IN	O
	rashes	NNS	B-ADR
	and	CC	O
	like	IN	O
	most	JJS	O
	of	IN	O
	these	DT	O
	drugs.	NNS	O
	.	.	O
	skin	JJ	B-ADR
	sensitivity	NN	I-ADR
	happens	NNS	O
	0	0	O
Sentence: 184	@stillicides	NNS	O
	@stfumisogynists	NNS	O
	@schizophrenicgb	VBP	O
	*buts	NNS	O
	in*	VBP	O
	you	PRP	O
	don't	VBP	O
	wanna	JJ	O
	miss	FW	O
	venlafaxine	NN	O
	no	DT	O
	no	DT	O
	it	PRP	O
	made	VBD	O
	me	PRP	O
	so	IN	O
	wonky	JJ	B-ADR
	missing	VBG	O
	one	CD	O
	day	NN	O
	!	.	O
	ouch	JJ	O
	0	0	O
Sentence: 185	�@dipndots95	NN	O
	:	:	O
	my	PRP$	O
	vyvanse	NN	O
	makes	VBZ	B-ADR
	me	PRP	I-ADR
	nocturnal	JJ	I-ADR
	?	.	O
	?	.	O
	�	NN	O
	0	0	O
Sentence: 186	i'd	NN	O
	gladly	RB	O
	trade	VBD	O
	the	DT	O
	#mtx	NNP	O
	headache	NN	B-ADR
	for	IN	O
	#humira	NN	O
	but	CC	O
	after	IN	O
	5	CD	O
	months	NNS	O
	i	VBP	O
	still	RB	O
	don't	VBN	O
	have	VBP	O
	the	DT	O
	prescription	NN	O
	.	.	O
	i	JJ	O
	function	NN	O
	through	IN	O
	vitamins	NNS	O
	&	CC	O
	motrin	NN	O
	0	0	O
Sentence: 187	thank	NN	O
	god	NN	O
	i	NN	O
	was	VBD	O
	born	VBN	O
	with	IN	O
	so	RB	O
	much	JJ	O
	hair;	NN	O
	i	NN	O
	wouldn't	VBP	O
	been	VBN	O
	balm	VBN	B-ADR
	by	IN	O
	now	RB	O
	.	.	O
	#crohnsproblems	NNS	O
	#teamibd	JJ	O
	#hairloss	NNP	B-ADR
	#humira	NNP	O
	#chronic	NNP	O
	#illness	NNP	O
	#gratitude	NN	O
	0	0	O
Sentence: 188	vyvanse	NN	O
	makes	VBZ	O
	me	PRP	O
	having	VBG	O
	the	DT	O
	sleeping	VBG	B-ADR
	schedule	NN	I-ADR
	of	IN	I-ADR
	a	DT	I-ADR
	vampire	NN	I-ADR
	.	.	O
	0	0	O
Sentence: 189	1/2	CD	O
