Sentence #	Word	POS	NPOS	Tag	
	monthly.	A	VBP	O
	it's	L	VB	O
	a	D	DT	O
	very	R	RB	O
	thick	A	JJ	O
	gel.	N	NN	O
	remicade	N	NN	O
	was	V	VBD	O
	like	P	JJ	O
	water	N	NN	O
	and	&	CC	O
	slow.	A	NN	O
	humira	^	NN	O
	burned	V	VBD	O
	but	&	CC	O
	not	R	RB	O
	like	P	IN	O
	this.	O	NN	O
	0	0	0	O
Sentence: 692	i'm	L	NNS	O
	coming	V	VBG	O
	off	T	IN	O
	of	P	IN	O
	my	D	PRP$	O
	two	$	CD	O
	day	N	NN	O
	adderall	N	DT	O
	stint	N	NN	O
	and	&	CC	O
	my	D	PRP$	O
	emotions	N	NNS	O
	are	V	VBP	O
	just	R	RB	O
	not	R	RB	O
	having	V	VBG	O
	it	O	PRP	O
	0	0	0	O
Sentence: 693	@threestangtyry	@	NN	O
	i	O	NN	O
	feel	V	VBP	O
	your	D	PRP$	O
	pain.	N	NN	O
	and	&	CC	O
	i	O	NN	O
	tried	V	VBD	O
	the	D	DT	O
	ambien	^	NN	O
	and	&	CC	O
	lunesta	N	JJ	O
	route	N	NN	O
	but	&	CC	O
	that	D	IN	O
	stuff	N	NN	O
	made	V	VBD	O
	me	O	PRP	O
	feel	V	VB	O
	stupid.	A	NNS	O
	0	0	0	O
Sentence: 694	@ms_marathon	@	NN	O
	tired	A	VBD	O
	after	P	IN	O
	the	D	DT	O
	tysabri	^	NN	O
	infusion?	N	NN	O
	i	O	NN	O
	am...	V	VBP	O
	0	0	0	O
Sentence: 695	It�s	L	NNP	O
	obvious	A	JJ	O
	that	P	IN	O
	#Froome	^	NN	O
	is	V	VBZ	O
	clearly	R	RB	O
	out	P	IN	O
	of	P	IN	O
	puff	N	NN	O
	at	P	IN	O
	#TourDeFrance2018	^	NNP	O
	#LeTour	^	NNP	O
	#TDF18	^	NNP	O
	#Salbutomol	#	NN	O
	0	0	0	O
Sentence: 696	@PattyArquette	@	NN	O
	I	O	PRP	O
	understand.	V	VBP	O
	Personally,	R	NNP	O
	I	O	PRP	O
	have	V	VBP	O
	gained	V	VBN	O
	35	$	CD	O
	lbs	N	NNS	O
	since	P	IN	O
	Oct.	^	NNP	O
	2016.	$	CD	O
	I	O	PRP	O
	know	V	VBP	O
	you	O	PRP	O
	don't	V	VBP	O
	know	V	VB	O
	me,	O	NN	O
	but	&	CC	O
	I	O	PRP	O
	am	V	VBP	O
	soooo	R	RB	O
	not	R	RB	O
	lying.	V	JJ	O
	I've	L	NNP	O
	pretty	R	RB	O
	much	A	RB	O
	lived	V	VBN	O
	on	P	IN	O
	ice	N	NN	O
	cream	N	NN	O
	and	&	CC	O
	cake.	N	NN	O
	I'm	L	NNP	O
	on	P	IN	O
	Lipitor	N	NNP	O
	now.	R	NN	O
	I	O	PRP	O
	just	R	RB	O
	want	V	VBP	O
	to	P	TO	O
	live	V	VB	O
	long	A	RB	O
	enough	N	RB	O
	to	P	TO	O
	see	V	VB	O
	him	O	PRP	O
	out	P	IN	O
	of	P	IN	O
	office,	N	NN	O
	however	R	RB	O
	that	O	IN	O
	happens.	V	NN	O
	0	0	0	O
Sentence: 697	i	O	NN	O
	am	V	VBP	O
	on	P	IN	O
	gabapentin	^	NN	O
	and	&	CC	O
	i	O	NN	O
	feel	V	VBP	O
	drunk.	A	NN	O
	and	&	CC	O
	it	O	PRP	O
	is	V	VBZ	O
	hideous.	A	JJ	O
	drunk	A	NN	O
	is	V	VBZ	O
	not	R	RB	O
	something	N	NN	O
	i	O	JJ	O
	enjoy.	V	VBP	O
	the	D	DT	O
	irony	N	NN	O
	oh	!	VBD	O
	the	D	DT	O
	irony.	N	NN	O
	#cld	#	NN	O
	0	0	0	O
Sentence: 698	@SplitDboxing	@	VBG	O
	@MonteroOnBoxing	@	VBG	O
	*writes	V	NNS	O
	down	T	RP	O
	Atenolol	^	NNP	O
	and	&	CC	O
	Lipitor*	N	NNP	O
	0	0	0	O
Sentence: 699	eurgh...	!	NN	O
	metformin	^	NN	O
	why	R	WRB	O
	must	V	MD	O
	you	O	PRP	O
	hurt	V	VB	O
	my	D	PRP$	O
	tummy	N	NN	O
	so?!	P	NN	O
	0	0	0	O
Sentence: 700	@drmichaelmosley	@	NN	O
	on	P	IN	O
	bbc2	^	NN	O
	talking	V	VBG	O
	about	P	IN	O
	vitamin	N	NN	O
	d,	P	NN	O
	i'm	L	NN	O
	on	P	IN	O
	metformin	^	NN	O
	for	P	IN	O
	type	N	NN	O
	2	$	CD	O
	diabetes,	N	NN	O
	that	P	WDT	O
	lowers	V	VBZ	O
	vit	N	FW	O
	d,	N	JJ	O
	work	N	NN	O
	shifts	N	NNS	O
	so	P	RB	O
	use	V	JJ	O
	supplements	N	NNS	O
	0	0	0	O
Sentence: 701	Thank	V	NNP	O
	God	^	NNP	O
	for	P	IN	O
	adderall	N	NN	O
	0	0	0	O
Sentence: 702	@halfwrittentale	@	JJ	O
	yep.	!	NN	O
	pristiq	N	NN	O
	stopped	V	VBD	O
	working.	V	JJ	O
	i've	L	RB	O
	been	V	VBN	O
	phasing	V	VBG	O
	off	T	RP	O
	over	P	IN	O
	the	D	DT	O
	last	A	JJ	O
	week.	N	NN	O
	these	D	DT	O
	past	A	IN	O
	4-5	$	JJ	O
	days	N	NNS	O
	have	V	VBP	O
	been	V	VBN	O
	very	R	RB	O
	rough.	A	JJ	O
	0	0	0	O
Sentence: 703	DID	V	NNP	O
	U	O	NNP	O
	SAY	V	NNP	O
	ADDERALL	^	NNP	O
	0	0	0	O
Sentence: 704	the	D	DT	O
	oxycodone	N	NN	O
	finally	R	RB	O
	hitting	V	VBG	O
	me.	O	NN	O
	literally	R	RB	O
	didn't	V	JJ	O
	work	V	NN	O
	for	P	IN	O
	the	D	DT	O
	first	A	JJ	O
	3	$	CD	O
	days..but	N	NN	O
	now	R	RB	O
	i	O	VBZ	O
	feel	V	VBP	O
	it.	O	JJ	O
	really	R	RB	O
	makes	V	VBZ	O
	u	O	JJ	O
	light	V	NN	O
	headed	V	VBD	O
	0	0	0	O
Sentence: 705	lunesta	^	NN	O
	has	V	VBZ	O
	the	D	DT	O
	most	R	RBS	O
	disgusting	A	JJ	O
	after	P	IN	O
	taste	V	NN	O
	what	O	WP	O
	the	D	DT	O
	fuck,	N	NN	O
	am	V	VBP	O
	i	O	JJ	O
	eating	V	JJ	O
	pennies	N	NNS	O
	jfc	!	VBP	O
	0	0	0	O
Sentence: 706	""You	O	JJ	O
	talk	V	NN	O
	in	P	IN	O
	hushed	A	JJ	O
	tones,	N	NN	O
	I	O	PRP	O
	talk	V	VBP	O
	in	P	IN	O
	lush	A	NN	O
	tones	N	NNS	O
	Try	V	NNP	O
	to	P	TO	O
	look	V	VB	O
	Italian	A	JJ	O
	through	P	IN	O
	the	D	DT	O
	musical	A	JJ	O
	Valium""	N	NNP	O
	-Elvis	^	NNP	O
	Costello,	^	NNP	O
	�Strict	^	NNP	O
	Time�	^	NNP	O
	0	0	0	O
Sentence: 707	@vedocher	@	RB	O
	suboxone	A	NN	O
	withdrawals	N	NNS	O
	0	0	0	O
Sentence: 708	crap,	N	NN	O
	totally	R	RB	O
	forgot	V	VBD	O
	to	P	TO	O
	eat	V	VB	O
	my	D	PRP$	O
	diclofenac	N	NN	O
	meds	N	NNS	O
	with	P	IN	O
	the	D	DT	O
	famotidine	^	NN	O
	pill.	N	NN	O
	dependable	A	NN	O
	on	P	IN	O
	it	O	PRP	O
	😩😩	,	VBZ	O
	now	R	RB	O
	im	L	JJ	O
	having	V	VBG	O
	side	N	NN	O
	effects.	N	NN	O
	0	0	0	O
Sentence: 709	and	&	CC	O
	it's	L	VB	O
	that	D	DT	O
	horrible	A	JJ	O
	time	N	NN	O
	where	R	WRB	O
	it's	L	RB	O
	too	R	RB	O
	late	A	JJ	O
	to	P	TO	O
	take	V	VB	O
	lunesta	N	NN	O
	or	&	CC	O
	i'd	L	JJ	O
	sleep	V	NN	O
	till	P	NN	O
	3	$	CD	O
	in	P	IN	O
	the	D	DT	O
	afternoon	N	NN	O
	0	0	0	O
Sentence: 710	@THEKIDMERO	@	JJ	O
	ayo.	!	NN	O
	I	O	PRP	O
	been	V	VBN	O
	fucking	V	VBG	O
	with	P	IN	O
	you	O	PRP	O
	since	P	IN	O
	the	D	DT	O
	blogspot	^	NN	O
	days	N	NNS	O
	(that	P	WP	O
	Xanax	^	VBP	O
	shark	N	JJ	O
	joint	N	NN	O
	had	V	VBD	O
	me	O	PRP	O
	dead	A	JJ	O
	off	P	IN	O
	the	D	DT	O
	rip).	N	NN	O
	How	R	WRB	O
	can	V	MD	O
	I	O	PRP	O
	get	V	VB	O
	access	N	NN	O
	to	P	TO	O
	it?	O	VB	O
	I	O	PRP	O
	need	V	VBP	O
	to	P	TO	O
	go	V	VB	O
	back	R	RB	O
	and	&	CC	O
	read	V	VB	O
	some	D	DT	O
	OG	^	NNP	O
	knowledge	N	NN	O
	darts.	N	NN	O
	0	0	0	O
Sentence: 711	@sincerly_kesha	@	NN	O
	lls	!	NNS	O
	it's	L	VBP	O
	cool.	A	JJ	O
	u	O	NN	O
	could	V	MD	O
	try	V	VB	O
	lunesta	N	NN	O
	but	&	CC	O
	that	D	IN	O
	shit	N	VBP	O
	leaves	V	VBZ	O
	a	D	DT	O
	bad	A	JJ	O
	after	P	IN	O
	taste.	V	JJ	O
	you'll	L	NNS	O
	wake	V	VBP	O
	up	T	RP	O
	inna	&	JJ	O
	morning	N	NN	O
	with	P	IN	O
	it	O	PRP	O
	and	&	CC	O
	everythin	N	VB	O
	0	0	0	O
Sentence: 712	i	O	NN	O
	grew	V	VBD	O
	up	T	RP	O
	in	P	IN	O
	santa	^	NN	O
	monica	^	NN	O
	at	P	IN	O
	the	D	DT	O
	height	N	NN	O
	of	P	IN	O
	the	D	DT	O
	four	$	CD	O
	loko/xanax	N	NN	O
	epidemic.	N	IN	O
	everyone	N	NN	O
	i	O	NN	O
	know	V	VBP	O
	from	P	IN	O
	a	D	DT	O
	past	A	JJ	O
	life	N	NN	O
	either	&	CC	O
	got	V	VBD	O
	the	D	DT	O
	fuck	N	NN	O
	out,	P	NN	O
	bossed	V	VBD	O
	up	T	RB	O
	and	&	CC	O
	remained	V	VBN	O
	in	P	IN	O
	la,	^	NN	O
	or	&	CC	O
	ended	V	VBD	O
	up	T	RP	O
	dead/in	A	JJ	O
	jail.	N	NN	O
	i've	L	NN	O
	seen	V	VBN	O
	too	R	RB	O
	much	A	JJ	O
	shit	N	NN	O
	to	P	TO	O
	be	V	VB	O
	ok	A	JJ	O
	with	P	IN	O
	being	V	VBG	O
	killed	V	VBN	O
	by	P	IN	O
	someone	N	NN	O
	narrow	A	NN	O
	minded	N	VBD	O
	0	0	0	O
Sentence: 713	vimpat	^	NN	O
	makes	V	VBZ	O
	me	O	PRP	O
	exhaugsted!!	R	VB	O
	0	0	0	O
Sentence: 714	long	A	RB	O
	hx	N	JJ	O
	ra	N	NN	O
	on	P	IN	O
	enbrel	G	NN	O
	w	P	NN	O
	op	^	NN	O
	got	V	VBD	O
	lupus	N	JJ	O
	rash	N	NN	O
	post	N	NN	O
	2nd	$	CD	O
	prolia.	N	NN	O
	pred	N	VBD	O
	/	,	NNP	O
	no	!	DT	O
	prolia	N	NN	O
	=	,	VBZ	O
	resolve.	V	JJ	O
	restart	V	NN	O
	enbrel	V	VBZ	O
	no	D	DT	O
	reoccurrence	N	NN	O
	http://t.co/p2gwqqjbsr	U	NN	O
	0	0	0	O
Sentence: 715	�I	^	NN	O
	got	V	VBD	O
	my	D	PRP$	O
	heart	N	NN	O
	broke	A	VBD	O
	and	&	CC	O
	I	O	PRP	O
	took	V	VBD	O
	Morphine.	N	NNP	O
	I	O	PRP	O
	didn�t	V	VBP	O
	feel	V	VB	O
	that	D	IN	O
	shit	N	JJ	O
	dawg.Morphing	N	VBG	O
	don�t	V	JJ	O
	let	V	NN	O
	you	O	PRP	O
	feel	V	VBP	O
	shit�	G	JJ	O
	??	,	NN	O
	0	0	0	O
Sentence: 716	@fryuppolice	@	NN	O
	Lipitor	N	NN	O
	0	0	0	O
Sentence: 717	I	O	PRP	O
	do	V	VBP	O
	not	R	RB	O
	hang	V	VB	O
	with	P	IN	O
	people	N	NNS	O
	who	O	WP	O
	do	V	VBP	O
	Xanax	^	VB	O
	0	0	0	O
Sentence: 718	effexor	G	NNS	O
	really	R	RB	O
	should	V	MD	O
	be	V	VB	O
	illegal.	A	JJ	O
	i	O	NN	O
	switched	V	VBD	O
	to	P	TO	O
	pristiq	V	VB	O
	to	P	TO	O
	try	V	VB	O
	to	P	TO	O
	get	V	VB	O
	off	P	IN	O
	of	P	IN	O
	it,	O	NN	O
	now	R	RB	O
	stopped	V	VBD	O
	pristiq,	A	NN	O
	brain	N	NN	O
	zaps	V	NNS	O
	back.	R	VBP	O
	fury.	N	NN	O
	0	0	0	O
Sentence: 719	@cmoraff	@	NNS	O
	Yes,	!	VBP	O
	they	O	PRP	O
	can	V	MD	O
	be	V	VB	O
	passed	V	VBN	O
	in	P	IN	O
	breast	N	NN	O
	milk.	N	NN	O
	Maybe	R	NNP	O
	methadone	N	NN	O
	in	P	IN	O
	normal	A	JJ	O
	doses	N	NNS	O
	is	V	VBZ	O
	ok	A	JJ	O
	but	&	CC	O
	we	O	PRP	O
	don�t	V	VBP	O
	know	V	VB	O
	how	R	WRB	O
	much	A	JJ	O
	she	O	PRP	O
	took,	V	VBD	O
	and	&	CC	O
	not	R	RB	O
	with	P	IN	O
	the	D	DT	O
	other	A	JJ	O
	two.	$	NN	O
	Should	V	MD	O
	be	V	VB	O
	easy	A	JJ	O
	to	P	TO	O
	find	V	VB	O
	the	D	DT	O
	drugs	N	NNS	O
	in	P	IN	O
	the	D	DT	O
	dead	A	JJ	O
	baby.	N	NN	O
	0	0	0	O
Sentence: 720	i	O	NN	O
	was	V	VBD	O
	having	V	VBG	O
	;	,	:	O
	itchy	A	JJ	O
	feeling	V	VBG	O
	all	D	DT	O
	over	P	IN	O
	,skin	N	NNP	O
	felt	V	VBD	O
	like	P	IN	O
	it	O	PRP	O
	was	V	VBD	O
	crawling,	V	JJ	O
	muscle	A	NN	O
	twitches,	N	NN	O
	this	O	DT	O
	always	R	RB	O
	lasted	V	VBN	O
	over	P	IN	O
	2	$	CD	O
	hours	N	NNS	O
	after	P	IN	O
	taking	V	VBG	O
	saphris	N	NN	O
	0	0	0	O
Sentence: 721	seriously	R	RB	O
	about	P	IN	O
	to	P	TO	O
	be	V	VB	O
	done	V	VBN	O
	with	P	IN	O
	this	D	DT	O
	damn	A	NN	O
	geodon	^	NN	O
	and	&	CC	O
	ask	V	VB	O
	my	D	PRP$	O
	doctor	N	NN	O
	if	P	IN	O
	i	O	NN	O
	can	V	MD	O
	go	V	VB	O
	back	R	RB	O
	to	P	TO	O
	lamictol.	V	VB	O
	at	P	IN	O
	least	A	JJS	O
	then	R	RB	O
	i'm	L	VBZ	O
	not	R	RB	O
	so	R	RB	O
	damn	R	JJ	O
	sleepy	A	NN	O
	24/7.	$	CD	O
	0	0	0	O
Sentence: 722	@alaskanexplorer	@	NN	O
	My	D	PRP$	O
	mother	N	NN	O
	was	V	VBD	O
	in	P	IN	O
	assisted	A	JJ	O
	living	V	NN	O
	when	R	WRB	O
	I	O	PRP	O
	moved	V	VBD	O
	back	R	RB	O
	to	P	TO	O
	Boise,	^	NNP	O
	and	&	CC	O
	no	D	DT	O
	one	N	NN	O
	was	V	VBD	O
	allowed	V	VBN	O
	to	P	TO	O
	visit	V	VB	O
	if	P	IN	O
	they	O	PRP	O
	were	V	VBD	O
	sick.	A	VBN	O
	I	O	PRP	O
	can't	V	VBP	O
	imagine	V	JJ	O
	passing	V	VBG	O
	the	D	DT	O
	flu	N	NN	O
	or	&	CC	O
	a	D	DT	O
	cold	A	JJ	O
	on	P	IN	O
	to	P	TO	O
	an	D	DT	O
	elderly	A	JJ	O
	person,	N	NN	O
	as	P	IN	O
	those	D	DT	O
	illnesses	N	NNS	O
	about	P	IN	O
	kill	V	NN	O
	me.	O	NNS	O
	I	O	PRP	O
	hope	V	VBP	O
	this	O	DT	O
	year's	S	NN	O
	vaccine	N	NN	O
	is	V	VBZ	O
	more	R	RBR	O
	effective!	A	JJ	O
	0	0	0	O
Sentence: 723	Aids	N	NNS	O
	treat	N	NN	O
	to	P	TO	O
	treat	V	VB	O
	acute	A	JJ	O
	worsening	N	NN	O
	of	P	IN	O
	pain;	N	JJ	O
	opioids	N	NNS	O
	aren�t	V	NN	O
	recommended	V	VBD	O
	for	P	IN	O
	chronic	A	JJ	O
	pain.	N	NN	O
	These	D	DT	O
	types	N	NNS	O
	of	P	IN	O
	medications	N	NNS	O
	include	V	VBP	O
	oxycodone�(Oxaydo,	^	JJ	O
	Roxicodone)methadone�(Methado	^	NNP	O
	Dolophine)morphinetramadol�(Ultram)hydrocodone.	^	NNP	O
	ANNETTE	^	NNP	O
	Marion	^	NNP	O
	ha	!	NN	O
	freak.	N	NN	O
	Freak	N	NNP	O
	Suzie	^	NNP	O
	and	&	CC	O
	ANNETTE	^	NNP	O
	incestex	^	NN	O
	0	0	0	O
Sentence: 724	@lunacy_jewel	@	NN	O
	@Top_Sergeant	@	JJ	O
	@caskew13	@	NN	O
	Oh	!	NNP	O
	my	D	PRP$	O
	dear	N	NN	O
	if	P	IN	O
	you	O	PRP	O
	lived	V	VBD	O
	here	R	RB	O
	in	P	IN	O
	Maine	^	NNP	O
	they	O	PRP	O
	will	V	MD	O
	give	V	VB	O
	you	O	PRP	O
	free	A	JJ	O
	methadone	N	NN	O
	let	V	NN	O
	you	O	PRP	O
	drive	V	VBP	O
	home	N	NN	O
	and	&	CC	O
	kill	V	VB	O
	someone	N	NN	O
	while	P	IN	O
	driving,but	V	NN	O
	if	P	IN	O
	you're	L	FW	O
	a	D	DT	O
	good	A	JJ	O
	person	N	NN	O
	want	V	VBP	O
	to	P	TO	O
	take	V	VB	O
	care	N	NN	O
	of	P	IN	O
	your	D	PRP$	O
	health	N	NN	O
	you're	L	NN	O
	an	D	DT	O
	asshole?!!	N	NN	O
	0	0	0	O
Sentence: 725	are	V	VBP	O
	these	D	DT	O
	thoughts	N	NNS	O
	my	D	PRP$	O
	own....	A	NN	O
	this	O	DT	O
	is	V	VBZ	O
	your	D	PRP$	O
	brain	N	NN	O
	on	P	IN	O
	shafer	^	NN	O
	suboxone	^	NN	O
	twitter	^	NN	O
	fueled	V	VBD	O
	freakout	N	NN	O
	0	0	0	O
Sentence: 726	i	O	NN	O
	started	V	VBD	O
	taking	V	VBG	O
	adderall	N	NN	O
	again	R	RB	O
	everyday	R	JJ	O
	for	P	IN	O
	the	D	DT	O
	past	A	JJ	O
	two	$	CD	O
	weeks	N	NNS	O
	and	&	CC	O
	i'm	L	VB	O
	already	R	RB	O
	losing	V	VBG	O
	weight	N	NN	O
	0	0	0	O
Sentence: 727	alendronate	N	NN	O
	is	V	VBZ	O
	an	D	DT	O
	important	A	JJ	O
	cause	P	NN	O
	of	P	IN	O
	pill	N	NN	O
	esophagitis,	N	VBN	O
	in	P	IN	O
	osteoporosis	N	NN	O
	give	V	VBP	O
	raloxifene	N	NN	O
	instead.	R	NN	O
	#usmle	#	NN	O
	0	0	0	O
Sentence: 728	nah,	!	RB	O
	suboxone	N	NN	O
	it's	L	NN	O
	cool,	A	NN	O
	iont	L	NN	O
	ever	R	RB	O
	wanna	V	RB	O
	sleep	V	VB	O
	again	R	RB	O
	ever	R	RB	O
	anyways	R	VBZ	O
	bro..	N	NN	O
	just	R	RB	O
	keep	V	VB	O
	doing	V	VBG	O
	ya	D	JJ	O
	thing	N	NN	O
	bruh	N	NN	O
	0	0	0	O
Sentence: 729	but	&	CC	O
	this	O	DT	O
	fuck	V	JJ	O
	ass	N	NN	O
	adderall	N	NN	O
	i	O	NN	O
	took	V	VBD	O
	14	$	CD	O
	hours	N	NNS	O
	ago	R	RB	O
	still	R	RB	O
	has	V	VBZ	O
	me	O	PRP	O
	wide	A	JJ	O
	awake.	A	NN	O
	0	0	0	O
Sentence: 730	as	R	RB	O
	effective	A	JJ	O
	as	P	IN	O
	enbrel	N	NN	O
	is	V	VBZ	O
	on	P	IN	O
	my	D	PRP$	O
	#rheum	N	NN	O
	i	O	NN	O
	really	R	RB	O
	could	V	MD	O
	do	V	VB	O
	without	P	IN	O
	the	D	DT	O
	second-day	A	JJ	O
	hangover.	N	NN	O
	0	0	0	O
Sentence: 731	@littlefroggies	@	NNS	O
	me	O	PRP	O
	too.	R	VBP	O
	i	O	JJ	O
	am	V	VBP	O
	more	A	RBR	O
	or	&	CC	O
	less	A	JJR	O
	fine	A	JJ	O
	on	P	IN	O
	my	D	PRP$	O
	periods	N	NNS	O
	then	R	RB	O
	nuvaring	N	VBG	O
	just	R	RB	O
	made	V	VBN	O
	me	O	PRP	O
	a	D	DT	O
	total	A	JJ	O
	mess	N	NN	O
	the	D	DT	O
	first	A	JJ	O
	month.	N	NN	O
	it	O	PRP	O
	cooled	V	VBD	O
	down	T	RP	O
	tho.	R	NN	O
	0	0	0	O
Sentence: 732	@ms_getinformed	@	VBN	O
	i	O	NNS	O
	changed	V	VBD	O
	from	P	IN	O
	rebif	N	NN	O
	to	P	TO	O
	tecfidera	V	VB	O
	in	P	IN	O
	november.	^	JJ	O
	i've	L	NN	O
	done	V	VBN	O
	well	R	RB	O
	so	R	RB	O
	far.	R	JJ	O
	no	D	DT	O
	flu	N	NN	O
	like	P	IN	O
	symptoms	N	NNS	O
	anymore,	R	VBP	O
	like	P	IN	O
	after	P	IN	O
	shot	N	NN	O
	day!	N	NN	O
	0	0	0	O
Sentence: 733	my	D	PRP$	O
	enbrel	N	JJ	O
	shots	N	NNS	O
	hurt	V	VBP	O
	a	D	DT	O
	lot	N	NN	O
	less	A	JJR	O
	than	P	IN	O
	my	D	PRP$	O
	back	N	NN	O
	but	&	CC	O
	i	O	NN	O
	still	R	RB	O
	dread	V	JJ	O
	them.	O	IN	O
	my	D	PRP$	O
	brain	N	NN	O
	makes	V	VBZ	O
	no	D	DT	O
	sense.	N	JJ	O
	lol.	!	NN	O
	0	0	0	O
Sentence: 734	popping	V	VBG	O
	adderall	N	DT	O
	so	P	IN	O
	i	O	JJ	O
	can	V	MD	O
	stay	V	VB	O
	up??	T	JJ	O
	0	0	0	O
Sentence: 735	got	V	VBD	O
	these	D	DT	O
	bitches	N	NNS	O
	booted	V	VBD	O
	off	T	RP	O
	the	D	DT	O
	molly,	^	NN	O
	doll	N	NN	O
	next	A	JJ	O
	week	N	NN	O
	its	L	PRP$	O
	adderall,	N	NN	O
	i	O	NN	O
	cant	V	VBP	O
	walk	V	NN	O
	around	R	IN	O
	in	P	IN	O
	malls""	N	NN	O
	0	0	0	O
Sentence: 736	All	X	PDT	O
	these	D	DT	O
	codeine	N	NN	O
	got	V	VBD	O
	me	O	PRP	O
	stopping	V	VBG	O
	😂	,	NN	O
	0	0	0	O
Sentence: 737	rior	N	NN	O
	to	P	TO	O
	the	D	DT	O
	development	N	NN	O
	of	P	IN	O
	a	D	DT	O
	wide	A	JJ	O
	range	N	NN	O
	of	P	IN	O
	relatively	R	RB	O
	low-toxic	A	JJ	O
	synthetic	A	JJ	O
	pesticides,	N	NN	O
	some	D	DT	O
	alkaloids,	N	NNS	O
	such	A	JJ	O
	as	P	IN	O
	salts	N	NNS	O
	of	P	IN	O
	nicotine	N	NN	O
	and	&	CC	O
	anabasine,	N	NN	O
	were	V	VBD	O
	used	A	VBN	O
	as	P	IN	O
	insecticides.	N	JJ	O
	Their	D	NNP	O
	use	N	NN	O
	was	V	VBD	O
	limited	A	VBN	O
	by	P	IN	O
	their	D	PRP$	O
	high	A	JJ	O
	toxicity	N	NN	O
	to	P	TO	O
	humans.[2	N	VB	O
	0	0	0	O
Sentence: 738	Fireworks	N	NNS	O
	are	V	VBP	O
	tgh	G	JJ	O
	reason	N	NN	O
	I’m	L	NNP	O
	like	P	IN	O
	oh	!	JJ	O
	yea	!	NN	O
	I	O	PRP	O
	HATE	V	VBP	O
	4th	A	CD	O
	of	P	IN	O
	July	^	NNP	O
	and	&	CC	O
	now	R	RB	O
	ALL	D	NNP	O
	fireworks	N	NNS	O
	are	V	VBP	O
	legal	A	JJ	O
	here	R	RB	O
	so	P	RB	O
	I’m	L	NNP	O
	hearing	V	NN	O
	mortars	N	NNS	O
	and	&	CC	O
	now	R	RB	O
	I’m	L	NNP	O
	just	R	RB	O
	ready	A	JJ	O
	for	P	IN	O
	July	^	NNP	O
	5th.	$	CD	O
	Dear	A	NNP	O
	god	^	NN	O
	gimme	L	VBZ	O
	a	D	DT	O
	Xanax	N	NN	O
	0	0	0	O
Sentence: 739	@uberfacts	@	NNS	O
	but	&	CC	O
	rimonabant	R	NN	O
	caused	V	VBD	O
	severe	A	JJ	O
	depression	N	NN	O
	and	&	CC	O
	thoughts	N	NNS	O
	of	P	IN	O
	suicide.	N	NN	O
	not	R	RB	O
	a	D	DT	O
	good	A	JJ	O
	thing.	N	NN	O
	0	0	0	O
Sentence: 740	@ladygaga	@	JJ	O
	Prozac	^	NNP	O
	needs	V	VBZ	O
	to	P	TO	O
	be	V	VB	O
	free.People	A	JJ	O
	don't	V	NN	O
	care	V	NN	O
	only	R	RB	O
	if	P	IN	O
	you	O	PRP	O
	are	V	VBP	O
	a	D	DT	O
	celebrity	N	NN	O
	you	O	PRP	O
	get	V	VBP	O
	some	D	DT	O
	attention.	N	NN	O
	0	0	0	O
Sentence: 741	any	D	DT	O
	of	P	IN	O
	you	O	PRP	O
	tecfidera	V	VBP	O
	ever	R	RB	O
	get	V	VB	O
	a	D	DT	O
	really	R	RB	O
	intense	A	JJ	O
	flush?	N	NN	O
	feel	V	VBP	O
	like	P	IN	O
	i	O	NN	O
	just	R	RB	O
	walked	V	VBD	O
	off	T	RP	O
	the	D	DT	O
	surface	N	NN	O
	of	P	IN	O
	the	D	DT	O
	sun,	N	NN	O
	this	D	DT	O
	one	$	CD	O
	is	V	VBZ	O
	intense	A	JJ	O
	0	0	0	O
Sentence: 742	But	&	CC	O
	somebody	N	NN	O
	make	V	VBP	O
	this	D	DT	O
	make	N	NN	O
	sense	N	NN	O
	how	R	WRB	O
	did	V	VBD	O
	I	O	PRP	O
	just	R	RB	O
	get	V	VB	O
	prescribed	V	JJ	O
	Tylenol	^	NNP	O
	codeine	N	NN	O
	for	P	IN	O
	this	D	DT	O
	migraine	N	NN	O
	but	&	CC	O
	your	L	PRP$	O
	not	R	RB	O
	suppose	A	VB	O
	to	P	TO	O
	smoke	V	VB	O
	weed	N	NN	O
	during	P	IN	O
	pregnancy	N	NN	O
	?	,	.	O
	Wouldn�t	V	NNP	O
	you	O	PRP	O
	think	V	VBP	O
	the	D	DT	O
	opioids	N	NNS	O
	would	V	MD	O
	be	V	VB	O
	more	R	JJR	O
	harmful??	A	NN	O
	0	0	0	O
Sentence: 743	@_glitzerfotze_	@	NN	O
	I	O	PRP	O
	relate	V	VBP	O
	so	R	RB	O
	much.	R	JJ	O
	Try	V	NNP	O
	to	P	TO	O
	give	V	VB	O
	him	O	PRP	O
	sum	D	VB	O
	amphetamines	N	VBZ	O
	the	D	DT	O
	effects	N	NNS	O
	are	V	VBP	O
	interesting	A	VBG	O
	0	0	0	O
Sentence: 744	@dsymons	@	NNS	O
	that's	L	VBP	O
	great!	A	NN	O
	i	O	NN	O
	can't	V	VBP	O
	take	V	VB	O
	humira,	^	NN	O
	allergic	A	NNS	O
	to	P	TO	O
	something	N	NN	O
	in	P	IN	O
	the	D	DT	O
	med.	N	NN	O
	enbrel	N	NN	O
	flared	V	VBD	O
	my	D	PRP$	O
	migraines.	N	NN	O
	remicade	N	NN	O
